Name	PValue	PFDR	up-regulation or down-regulation
LOC100507165	7.59332E-32	5.70626E-31	up-regulation
INSC	1.42786E-20	2.60435E-20	down-regulation
RP11-135A1.2	3.56517E-14	3.0277E-14	down-regulation
RP11-247L20.4	1.23274E-09	6.10596E-10	down-regulation
PPP1R36	3.15208E-29	1.66052E-28	down-regulation
SOX21-AS1	8.12449E-11	4.61345E-11	down-regulation
SDR16C5	3.38037E-34	3.60871E-33	down-regulation
CRNDE	4.57833E-09	2.12586E-09	down-regulation
C6orf132	2.80774E-51	4.85293E-49	down-regulation
GATA5	4.37301E-16	4.66703E-16	down-regulation
LINC01207	0.037734212	0.007415007	down-regulation
SMIM2-AS1	1.97157E-07	7.59351E-08	down-regulation
LOC102724094	1.66258E-15	1.66563E-15	down-regulation
GKN2	1.43015E-30	9.04349E-30	down-regulation
C6orf58	2.72313E-12	1.83855E-12	down-regulation
ANKRD22	3.21345E-24	8.90362E-24	down-regulation
LOC440354	5.09993E-21	9.76837E-21	up-regulation
LRRC70	4.00197E-21	7.73885E-21	up-regulation
TAF1A-AS1	1.6284E-08	7.14267E-09	down-regulation
RP11-138A9.1	3.6913E-14	3.1275E-14	up-regulation
RP11-846E15.4	1.85397E-11	1.13767E-11	down-regulation
RP3-428L16.2	1.79759E-24	5.16192E-24	up-regulation
RP11-44F21.5	9.75516E-12	6.18588E-12	down-regulation
SPTSSB	1.30479E-08	5.77413E-09	down-regulation
RASSF10	4.38255E-16	4.67583E-16	down-regulation
C11orf52	1.05451E-25	3.54727E-25	down-regulation
HSPB2-C11orf52	1.05451E-25	3.54398E-25	down-regulation
RP4-714D9.5	4.91779E-16	5.21776E-16	down-regulation
LOC101060264	2.49385E-10	1.33666E-10	down-regulation
LINC01133	9.87819E-39	2.14698E-37	down-regulation
CXorf24	2.9122E-20	5.09659E-20	down-regulation
UNC5B-AS1	8.15646E-09	3.6795E-09	down-regulation
LINC00992	1.4609E-16	1.65395E-16	down-regulation
ZNF708	2.71496E-19	4.27338E-19	down-regulation
LOC102724689	5.97213E-08	2.45074E-08	down-regulation
NCKAP5	9.83584E-12	6.23377E-12	down-regulation
U47924.27	5.6193E-28	2.53369E-27	down-regulation
RP11-454F8.2	1.17077E-15	1.19368E-15	down-regulation
LOC102724611	2.64986E-26	9.67617E-26	up-regulation
FBXL22	3.01703E-23	7.45459E-23	up-regulation
RP11-567C2.1	9.89457E-11	5.56633E-11	down-regulation
LOC102724275	9.9395E-10	4.97752E-10	down-regulation
SLC26A9	2.44081E-12	1.65657E-12	down-regulation
LOC728730	3.73033E-19	5.78626E-19	down-regulation
RP11-532F12.5	6.5195E-24	1.72475E-23	down-regulation
LOC283278	3.74846E-42	1.44741E-40	down-regulation
NRG4	2.49834E-07	9.52635E-08	down-regulation
HEPACAM2	4.08221E-11	2.40537E-11	down-regulation
HMGN2P46	3.13672E-16	3.39352E-16	down-regulation
RP11-642D21.1	3.6761E-19	5.70702E-19	up-regulation
AL132709.8	2.91198E-25	9.27964E-25	up-regulation
BC017398	9.46107E-11	5.3357E-11	up-regulation
CTD-2314B22.3	9.46107E-11	5.33487E-11	up-regulation
DQ786293	9.46107E-11	5.33404E-11	up-regulation
LL22NC03-N64E9.1	9.46107E-11	5.33321E-11	up-regulation
LOC101928409	6.95725E-24	1.83521E-23	up-regulation
RDH12	5.64253E-11	3.26382E-11	down-regulation
FLJ16734	3.9685E-19	6.14257E-19	up-regulation
AC092620.2	8.24579E-18	1.07313E-17	down-regulation
LOC100506302	5.70252E-29	2.89486E-28	down-regulation
SLC38A11	5.79796E-09	2.6595E-09	down-regulation
C15orf65	5.12608E-21	9.81327E-21	down-regulation
SFTA2	1.43551E-13	1.12342E-13	down-regulation
LOC101927391	7.97991E-10	4.04474E-10	down-regulation
LOC100996583	2.48929E-12	1.6879E-12	down-regulation
LOC100507311	1.04695E-08	4.669E-09	up-regulation
KBTBD12	2.19493E-14	1.91235E-14	down-regulation
FAM86B1	3.89339E-28	1.79336E-27	up-regulation
FAM86B2	3.89339E-28	1.79109E-27	up-regulation
FAM86DP	3.89339E-28	1.78882E-27	up-regulation
FAM86FP	3.89339E-28	1.78656E-27	up-regulation
